date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-09-01,2.28,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-10-01,2.46,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-11-01,2.69,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2018-12-01,0.13,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-01-01,-0.1,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-02-01,-5.22,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-03-01,-1.89,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-04-01,-2.16,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-05-01,0.03,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-06-01,2.29,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-07-01,1.54,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-08-01,-0.38,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-09-01,1.67,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-10-01,1.98,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-11-01,-1.16,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2019-12-01,-1.04,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-01-01,0.89,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-02-01,2.01,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-03-01,4.1,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-04-01,1.8,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-05-01,0.67,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-06-01,0.67,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-07-01,3.29,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-08-01,8.35,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-09-01,8.6,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-10-01,7.73,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-11-01,8.38,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2020-12-01,8.81,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-01-01,7.56,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-02-01,7.99,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-03-01,8.31,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-04-01,11.31,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-05-01,4.79,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-06-01,3.67,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-07-01,2.02,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-08-01,-0.75,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-09-01,1.57,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-10-01,3.46,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2021-11-01,7.53,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: Average Listing Price Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",AVELISPRIYY13140,Monthly,Not Seasonally Adjusted
2017-07-01,5.41,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-08-01,5.05,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-09-01,4.62,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-10-01,6.57,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-11-01,5.23,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-12-01,5.82,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-01-01,7.88,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-02-01,5.56,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-03-01,6.96,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-04-01,9.14,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-05-01,9.4,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-06-01,9.43,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-07-01,10.04,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-08-01,9.95,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-09-01,11.44,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-10-01,7.73,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-11-01,11.4,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2018-12-01,11.86,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-01-01,11.01,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-02-01,15.08,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-03-01,12.63,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-04-01,11.84,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-05-01,9.39,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-06-01,9.0,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-07-01,9.23,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-08-01,8.38,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-09-01,7.09,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-10-01,11.34,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-11-01,9.33,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2019-12-01,8.15,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-01-01,9.12,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-02-01,6.67,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-03-01,6.92,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-04-01,2.85,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-05-01,6.75,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-06-01,9.73,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-07-01,10.72,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-08-01,11.87,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-09-01,12.95,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-10-01,9.05,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-11-01,8.71,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2020-12-01,10.38,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-01-01,8.2,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-02-01,7.4,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-03-01,6.56,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-04-01,12.57,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-05-01,7.85,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-06-01,1.75,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-07-01,-0.5,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-08-01,0.15,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-09-01,0.28,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-10-01,4.37,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2021-11-01,5.15,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: Average Listing Price Year-Over-Year in Birmingham-Hoover, AL (CBSA)",AVELISPRIYY13820,Monthly,Not Seasonally Adjusted
2017-07-01,1.68,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2017-08-01,1.92,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2017-09-01,1.72,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2017-10-01,0.3,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2017-11-01,1.32,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2017-12-01,3.33,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-01-01,1.2,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-02-01,-0.77,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-03-01,0.88,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-04-01,1.25,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-05-01,0.73,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-06-01,1.5,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-07-01,2.39,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-08-01,3.29,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-09-01,4.89,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-10-01,7.85,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
2018-11-01,10.97,WV,"Charleston, WV",Charleston,"Housing Inventory: Average Listing Price Year-Over-Year in Charleston, WV (CBSA)",AVELISPRIYY16620,Monthly,Not Seasonally Adjusted
