date,Per Capita Personal Income,state,msa,city
1991-01-01,17238,NY,"Watertown-Fort Drum, NY",Watertown
1992-01-01,17962,NY,"Watertown-Fort Drum, NY",Watertown
1993-01-01,17930,NY,"Watertown-Fort Drum, NY",Watertown
1994-01-01,18124,NY,"Watertown-Fort Drum, NY",Watertown
1995-01-01,19087,NY,"Watertown-Fort Drum, NY",Watertown
1996-01-01,19738,NY,"Watertown-Fort Drum, NY",Watertown
1997-01-01,20509,NY,"Watertown-Fort Drum, NY",Watertown
1998-01-01,21624,NY,"Watertown-Fort Drum, NY",Watertown
1999-01-01,22715,NY,"Watertown-Fort Drum, NY",Watertown
2000-01-01,24089,NY,"Watertown-Fort Drum, NY",Watertown
2001-01-01,24389,NY,"Watertown-Fort Drum, NY",Watertown
2002-01-01,25698,NY,"Watertown-Fort Drum, NY",Watertown
2003-01-01,27569,NY,"Watertown-Fort Drum, NY",Watertown
2004-01-01,29466,NY,"Watertown-Fort Drum, NY",Watertown
2005-01-01,30972,NY,"Watertown-Fort Drum, NY",Watertown
2006-01-01,33518,NY,"Watertown-Fort Drum, NY",Watertown
2007-01-01,35379,NY,"Watertown-Fort Drum, NY",Watertown
2008-01-01,37849,NY,"Watertown-Fort Drum, NY",Watertown
2009-01-01,39509,NY,"Watertown-Fort Drum, NY",Watertown
2010-01-01,41482,NY,"Watertown-Fort Drum, NY",Watertown
2011-01-01,42867,NY,"Watertown-Fort Drum, NY",Watertown
2012-01-01,42425,NY,"Watertown-Fort Drum, NY",Watertown
2013-01-01,42249,NY,"Watertown-Fort Drum, NY",Watertown
2014-01-01,42700,NY,"Watertown-Fort Drum, NY",Watertown
2015-01-01,43304,NY,"Watertown-Fort Drum, NY",Watertown
2016-01-01,43926,NY,"Watertown-Fort Drum, NY",Watertown
2017-01-01,45368,NY,"Watertown-Fort Drum, NY",Watertown
2018-01-01,46375,NY,"Watertown-Fort Drum, NY",Watertown
2019-01-01,48896,NY,"Watertown-Fort Drum, NY",Watertown
2020-01-01,53964,NY,"Watertown-Fort Drum, NY",Watertown
1969-01-01,3255,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1970-01-01,3488,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1971-01-01,3655,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1972-01-01,4080,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1973-01-01,4577,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1974-01-01,5021,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1975-01-01,5364,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1976-01-01,5847,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1977-01-01,6323,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1978-01-01,7020,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1979-01-01,7796,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1980-01-01,8369,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1981-01-01,9270,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1982-01-01,9919,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1983-01-01,10504,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1984-01-01,11403,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1985-01-01,12277,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1986-01-01,12904,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1987-01-01,13623,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1988-01-01,14554,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1989-01-01,15740,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1990-01-01,16256,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1991-01-01,16977,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1992-01-01,17904,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1993-01-01,18446,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1994-01-01,18924,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1995-01-01,19500,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1996-01-01,20194,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1997-01-01,20877,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1998-01-01,21844,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1999-01-01,22428,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2000-01-01,24016,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2001-01-01,24872,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2002-01-01,26275,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2003-01-01,27299,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2004-01-01,28141,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2005-01-01,28908,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2006-01-01,30222,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2007-01-01,32239,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2008-01-01,33778,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2009-01-01,33190,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2010-01-01,34881,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2011-01-01,36687,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2012-01-01,37597,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2013-01-01,38455,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2014-01-01,39230,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2015-01-01,40797,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2016-01-01,42143,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2017-01-01,43846,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2018-01-01,45463,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2019-01-01,46776,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2020-01-01,50771,PA,"Bloomsburg-Berwick, PA",Bloomsburg
1969-01-01,3548,ID,"Lewiston, ID-WA",Lewiston
1970-01-01,3760,ID,"Lewiston, ID-WA",Lewiston
1971-01-01,4056,ID,"Lewiston, ID-WA",Lewiston
1972-01-01,4384,ID,"Lewiston, ID-WA",Lewiston
1973-01-01,4909,ID,"Lewiston, ID-WA",Lewiston
1974-01-01,5679,ID,"Lewiston, ID-WA",Lewiston
1975-01-01,6209,ID,"Lewiston, ID-WA",Lewiston
1976-01-01,6660,ID,"Lewiston, ID-WA",Lewiston
1977-01-01,7213,ID,"Lewiston, ID-WA",Lewiston
1978-01-01,7992,ID,"Lewiston, ID-WA",Lewiston
1979-01-01,8744,ID,"Lewiston, ID-WA",Lewiston
1980-01-01,9590,ID,"Lewiston, ID-WA",Lewiston
1981-01-01,10368,ID,"Lewiston, ID-WA",Lewiston
1982-01-01,10966,ID,"Lewiston, ID-WA",Lewiston
1983-01-01,12101,ID,"Lewiston, ID-WA",Lewiston
1984-01-01,12461,ID,"Lewiston, ID-WA",Lewiston
1985-01-01,12721,ID,"Lewiston, ID-WA",Lewiston
1986-01-01,13275,ID,"Lewiston, ID-WA",Lewiston
1987-01-01,13616,ID,"Lewiston, ID-WA",Lewiston
1988-01-01,14599,ID,"Lewiston, ID-WA",Lewiston
1989-01-01,15614,ID,"Lewiston, ID-WA",Lewiston
1990-01-01,16570,ID,"Lewiston, ID-WA",Lewiston
1991-01-01,17182,ID,"Lewiston, ID-WA",Lewiston
1992-01-01,18381,ID,"Lewiston, ID-WA",Lewiston
1993-01-01,19490,ID,"Lewiston, ID-WA",Lewiston
1994-01-01,19962,ID,"Lewiston, ID-WA",Lewiston
1995-01-01,20500,ID,"Lewiston, ID-WA",Lewiston
1996-01-01,21495,ID,"Lewiston, ID-WA",Lewiston
1997-01-01,22307,ID,"Lewiston, ID-WA",Lewiston
1998-01-01,23504,ID,"Lewiston, ID-WA",Lewiston
1999-01-01,24380,ID,"Lewiston, ID-WA",Lewiston
2000-01-01,25518,ID,"Lewiston, ID-WA",Lewiston
2001-01-01,26579,ID,"Lewiston, ID-WA",Lewiston
2002-01-01,26693,ID,"Lewiston, ID-WA",Lewiston
2003-01-01,27508,ID,"Lewiston, ID-WA",Lewiston
2004-01-01,28608,ID,"Lewiston, ID-WA",Lewiston
2005-01-01,29005,ID,"Lewiston, ID-WA",Lewiston
2006-01-01,30635,ID,"Lewiston, ID-WA",Lewiston
2007-01-01,32749,ID,"Lewiston, ID-WA",Lewiston
2008-01-01,34329,ID,"Lewiston, ID-WA",Lewiston
2009-01-01,33738,ID,"Lewiston, ID-WA",Lewiston
2010-01-01,35073,ID,"Lewiston, ID-WA",Lewiston
2011-01-01,35852,ID,"Lewiston, ID-WA",Lewiston
2012-01-01,36606,ID,"Lewiston, ID-WA",Lewiston
2013-01-01,37413,ID,"Lewiston, ID-WA",Lewiston
2014-01-01,38672,ID,"Lewiston, ID-WA",Lewiston
2015-01-01,40035,ID,"Lewiston, ID-WA",Lewiston
2016-01-01,41011,ID,"Lewiston, ID-WA",Lewiston
2017-01-01,42851,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,44434,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,46255,ID,"Lewiston, ID-WA",Lewiston
2020-01-01,50092,ID,"Lewiston, ID-WA",Lewiston
