date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
1992-01-01,107.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1993-01-01,109.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1994-01-01,110.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1995-01-01,113.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1996-01-01,118.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1997-01-01,126.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1998-01-01,140.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1999-01-01,144.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2000-01-01,150.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2001-01-01,156.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2002-01-01,152.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2003-01-01,150.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2004-01-01,152.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2005-01-01,159.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2006-01-01,170.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2007-01-01,181.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2008-01-01,189.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2009-01-01,180.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2010-01-01,180.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2011-01-01,188.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2012-01-01,200.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2013-01-01,209.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2014-01-01,218.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2015-01-01,220.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2016-01-01,220.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2017-01-01,222.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2018-01-01,229.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2019-01-01,239.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
2020-01-01,235.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Professional, Scientific, and Technical Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206054000001A,Annual,Not Seasonally Adjusted
1990-01-01,6.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1991-01-01,6.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1992-01-01,6.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1993-01-01,6.7,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1994-01-01,7.0,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1995-01-01,7.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1996-01-01,7.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1997-01-01,7.8,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1998-01-01,7.8,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1999-01-01,8.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2000-01-01,8.6,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2001-01-01,9.1,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2002-01-01,8.6,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2003-01-01,8.1,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2004-01-01,7.8,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2005-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2006-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2007-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2008-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2009-01-01,7.7,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2010-01-01,7.6,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2011-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2012-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2013-01-01,8.2,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2014-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2015-01-01,8.4,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2016-01-01,8.6,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2017-01-01,9.0,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2018-01-01,9.1,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2019-01-01,9.5,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
2020-01-01,9.7,NE,"Lincoln, NE",Lincoln,"All Employees: Professional, Scientific, and Technical Services in Lincoln, NE (MSA)",SMU31307006054000001A,Annual,Not Seasonally Adjusted
1990-01-01,315.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-02-01,316.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-03-01,316.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-04-01,317.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-05-01,314.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-06-01,315.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-07-01,315.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-08-01,313.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-09-01,311.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-10-01,316.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-11-01,315,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1990-12-01,315.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-01-01,315.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-02-01,314.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-03-01,312.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-04-01,311.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-05-01,312.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-06-01,309.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-07-01,308.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-08-01,310.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-09-01,308,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1991-10-01,304.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
