date,All Employees: Administrative and Support and Waste Management and Remediation Services,state,msa,city,title,id,frequency,seasonal_adjustment
2018-01-01,141.5,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2019-01-01,137.9,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
2020-01-01,117.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"All Employees: Administrative and Support and Waste Management and Remediation Services in Detroit-Warren-Dearborn, MI (MSA)",SMU26198206056000001A,Annual,Not Seasonally Adjusted
1990-01-01,105.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1991-01-01,106.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1992-01-01,106.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1993-01-01,112.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1994-01-01,122.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1995-01-01,128.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1996-01-01,134.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1997-01-01,147.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1998-01-01,158.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1999-01-01,158.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2000-01-01,164.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2001-01-01,161.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2002-01-01,156.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2003-01-01,153.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2004-01-01,158.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2005-01-01,172.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2006-01-01,183.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2007-01-01,189.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2008-01-01,186.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2009-01-01,169.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2010-01-01,171.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2011-01-01,183.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2012-01-01,197.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2013-01-01,206.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2014-01-01,212.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2015-01-01,214.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2016-01-01,212.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2017-01-01,215.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2018-01-01,218.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2019-01-01,220.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
2020-01-01,206.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Administrative and Support and Waste Management and Remediation Services in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206056000001A,Annual,Not Seasonally Adjusted
1990-01-01,10.3,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1991-01-01,10.8,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1992-01-01,11.5,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1993-01-01,12.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1994-01-01,11.7,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1995-01-01,9.9,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1996-01-01,9.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1997-01-01,10.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1998-01-01,8.8,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1999-01-01,9.4,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2000-01-01,9.6,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2001-01-01,9.7,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2002-01-01,9.9,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2003-01-01,9.7,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2004-01-01,10.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2005-01-01,9.9,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2006-01-01,9.2,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2007-01-01,9.6,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2008-01-01,9.8,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2009-01-01,10.2,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2010-01-01,12.0,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2011-01-01,12.2,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2012-01-01,10.6,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2013-01-01,10.5,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2014-01-01,10.4,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2015-01-01,10.7,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2016-01-01,11.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2017-01-01,11.1,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2018-01-01,11.4,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2019-01-01,11.7,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
2020-01-01,11.3,WA,"Kennewick-Richland, WA",Kennewick,"All Employees: Administrative and Support and Waste Management and Remediation Services in Kennewick-Richland, WA (MSA)",SMU53284206056000001A,Annual,Not Seasonally Adjusted
1990-01-01,3.2,NE,"Lincoln, NE",Lincoln,"All Employees: Administrative and Support and Waste Management and Remediation Services in Lincoln, NE (MSA)",SMU31307006056000001A,Annual,Not Seasonally Adjusted
