date,All Employees: Education and Health Services: Health Care and Social Assistance,state,msa,city
2017-12-01,1550.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,1532.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,1544.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,1551.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,1555.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,1566.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,1574.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,1565.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,1562.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,1570.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,1592.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,1601.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,1612.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,1606.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,1612.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,1625.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,1630.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,1638.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,1646.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,1635.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,1633.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,1643.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,1658.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,1671.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,1676.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,1669.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,1673.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,1665.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,1419.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,1439.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,1484.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,1497.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,1515.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,1535.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,1557.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,1575.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,1580.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,1558.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,1574.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,1586.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,1589.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,1593.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,1595.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,1583.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,1581.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,1591.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,1606.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-01-01,783.816603963714,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-02-01,785.8498470377049,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-03-01,789.7578500523331,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-04-01,785.6212910078759,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-05-01,789.491606831382,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-06-01,792.8076010875791,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-07-01,795.270865199163,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-08-01,798.329157360461,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-09-01,800.857061205855,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-10-01,799.343169803906,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-11-01,803.778500451373,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-12-01,806.1595847656,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,808.1080988342909,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-02-01,810.694649531732,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-03-01,814.1040725819361,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-04-01,814.502574167724,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-05-01,816.937666393046,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-06-01,819.770643214762,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-07-01,819.569546476205,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-08-01,822.108660476922,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-09-01,824.477681543558,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-10-01,826.161639184893,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-11-01,828.850723295993,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-12-01,831.805812540254,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,836.640087409063,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-02-01,838.94946571326,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-03-01,840.121537278902,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-04-01,844.141591008228,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-05-01,846.706949095834,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-06-01,849.3980608060871,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-07-01,852.511011421993,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-08-01,854.109871861295,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-09-01,855.910795953813,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-10-01,858.657243836184,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-11-01,860.372461112166,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-12-01,861.795961351471,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,867.592312517853,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-02-01,866.866596020058,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-03-01,868.915775509976,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-04-01,871.8993771306351,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-05-01,874.391047282394,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-06-01,875.049565831397,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-07-01,880.539191274238,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-08-01,881.998734037178,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-09-01,884.120632068313,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-10-01,887.8343921234891,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-11-01,890.156299388391,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-12-01,891.5282920456889,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,890.3154523699291,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-02-01,891.7472735802651,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-03-01,895.550710563817,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-04-01,900.922060982605,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-05-01,902.0140643890401,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-06-01,904.373683465943,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-07-01,906.9231265583659,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-08-01,909.66227069094,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-09-01,913.081070386826,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-10-01,914.211151489833,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-11-01,917.2235163032691,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-12-01,920.795776142234,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,924.0545517403141,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-02-01,927.38281547472,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-03-01,929.768904113428,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-04-01,928.7220541357029,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-05-01,929.341629150476,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-06-01,931.4139660081239,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-07-01,932.299350653754,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-08-01,935.4531110121479,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-09-01,938.2899959453031,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-10-01,938.187738073,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-11-01,939.553905698131,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-12-01,940.9714806933771,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,935.976591114704,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-02-01,943.341520810428,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-03-01,944.524711423344,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-04-01,944.134177129592,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-05-01,948.2821722777029,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-06-01,949.771517974846,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-07-01,950.132106360523,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-08-01,951.3349806758681,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-09-01,952.097084301049,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-10-01,956.145129615874,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-11-01,959.329043985677,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-12-01,958.328507603857,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,959.456884798674,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-02-01,961.420506533362,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-03-01,963.2707004343699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-04-01,964.49670959005,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-05-01,965.458977537765,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-06-01,968.0995706009089,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-07-01,971.042692917792,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-08-01,972.625175370049,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-09-01,974.621623249235,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-10-01,974.592337025663,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-11-01,977.367273776234,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-12-01,979.745299449517,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,982.0095207146879,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-02-01,984.346302783504,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-03-01,986.8583747117261,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-04-01,990.1038337199119,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-05-01,993.001448505446,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-06-01,994.144627448178,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-07-01,998.194005127623,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-08-01,999.180148028856,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-09-01,1000.43872059513,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-10-01,1006.16105942739,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-11-01,1008.1833745468599,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-12-01,1009.3825442895301,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,1021.2509605030699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-02-01,1020.2871594414698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-03-01,1021.72043238862,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-04-01,1025.82081248093,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-05-01,1024.94478136401,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-06-01,1025.43055156653,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-07-01,1026.13619884797,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-08-01,1026.98904274629,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-09-01,1026.33007248594,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-10-01,1026.659064279,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-11-01,1028.72924495498,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-12-01,1030.6782478590198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,1038.05098847768,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-02-01,1039.5477468583001,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-03-01,1038.26986948367,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-04-01,1040.04879357747,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-05-01,1042.0174861967698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-06-01,1044.69572084776,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-07-01,1044.77713427547,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-08-01,1047.82734134377,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-09-01,1049.04205333776,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-10-01,1048.39062550162,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-11-01,1049.70260650854,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-12-01,1053.69889517515,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,1049.11957740547,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-02-01,1050.94343689611,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-03-01,1052.9784096250098,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-04-01,1053.63673122073,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-05-01,1057.64833367587,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-06-01,1060.26690496585,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-07-01,1062.25394774491,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-08-01,1065.4500626025801,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-09-01,1064.5082692568499,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-10-01,1071.00294009334,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-11-01,1073.70557121223,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-12-01,1078.11456420593,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,1079.82968121931,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-02-01,1083.06871151252,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-03-01,1084.65893357526,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-04-01,1089.1946832016802,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-05-01,1090.23961364715,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-06-01,1091.78414979946,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-07-01,1096.28956415538,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-08-01,1097.5852189101,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-09-01,1100.03325469972,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-10-01,1102.91303175594,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-11-01,1104.7844164266,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-12-01,1105.37100004432,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,1118.93202111649,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-02-01,1114.43177063027,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-03-01,1116.9411256921198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-04-01,1117.92859390879,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-05-01,1118.9847903961302,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-06-01,1121.2399267239,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-07-01,1122.0440923189801,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-08-01,1121.18128217823,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-09-01,1125.9570426306698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-10-01,1127.27286578235,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-11-01,1128.5739143221601,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-12-01,1128.54793011586,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,1128.24096331643,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-02-01,1128.3768402783098,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-03-01,1131.43986953462,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-04-01,1132.2807163530001,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-05-01,1133.8721287140302,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-06-01,1135.4979993544,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-07-01,1141.1161830959697,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-08-01,1141.29573044871,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-09-01,1141.0358493521699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-10-01,1146.00190010774,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-11-01,1146.0191308216902,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-12-01,1148.4683910394501,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,1146.76185368272,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-02-01,1149.55271123538,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-03-01,1149.16273418821,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-04-01,1154.3512621835198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-05-01,1155.58102956689,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-06-01,1157.1166399869098,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-07-01,1159.4375606056801,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-08-01,1161.37561782834,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-09-01,1166.11610265342,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-10-01,1162.87675694829,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-11-01,1165.87302954798,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-12-01,1166.77952457539,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,1169.4264469711802,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-02-01,1170.77368285639,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-03-01,1172.1081983214,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-04-01,1173.9582908085902,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-05-01,1177.36979543249,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-06-01,1180.5200698169099,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-07-01,1181.1419440135699,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-08-01,1182.99996099246,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-09-01,1186.19886620745,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-10-01,1187.19916364742,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-11-01,1190.42121968102,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-12-01,1195.1497579952802,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,1194.9983463937199,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-02-01,1196.0314509012198,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-03-01,1197.5512874448,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-04-01,1197.17203500135,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-05-01,1198.9989919351199,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-06-01,1202.22738293224,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-07-01,1203.87098194571,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-08-01,1205.0088704109598,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-09-01,1207.70186249283,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-10-01,1210.8861820355698,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-11-01,1210.92354635771,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-12-01,1213.8773779805902,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,1215.72682466468,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-02-01,1218.59500245375,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-03-01,1219.2656435189301,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-04-01,1220.94167711912,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-05-01,1222.55172153072,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-06-01,1222.26060083009,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-07-01,1224.39713272381,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-08-01,1226.13066070262,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-09-01,1227.32356968301,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-10-01,1229.3727257253802,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-11-01,1231.92635645967,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-12-01,1233.2499284734,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
