date,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,state,msa,city
2018-10-01,1.62,VA,"Charlottesville, VA",Charlottesville
2018-11-01,1.35,VA,"Charlottesville, VA",Charlottesville
2018-12-01,1.64,VA,"Charlottesville, VA",Charlottesville
2019-01-01,3.06,VA,"Charlottesville, VA",Charlottesville
2019-02-01,3.3,VA,"Charlottesville, VA",Charlottesville
2019-03-01,2.76,VA,"Charlottesville, VA",Charlottesville
2019-04-01,2.96,VA,"Charlottesville, VA",Charlottesville
2019-05-01,3.71,VA,"Charlottesville, VA",Charlottesville
2019-06-01,4.79,VA,"Charlottesville, VA",Charlottesville
2019-07-01,4.91,VA,"Charlottesville, VA",Charlottesville
2019-08-01,4.87,VA,"Charlottesville, VA",Charlottesville
2019-09-01,4.68,VA,"Charlottesville, VA",Charlottesville
2019-10-01,5.85,VA,"Charlottesville, VA",Charlottesville
2019-11-01,5.86,VA,"Charlottesville, VA",Charlottesville
2019-12-01,8.77,VA,"Charlottesville, VA",Charlottesville
2020-01-01,8.31,VA,"Charlottesville, VA",Charlottesville
2020-02-01,7.43,VA,"Charlottesville, VA",Charlottesville
2020-03-01,6.57,VA,"Charlottesville, VA",Charlottesville
2020-04-01,7.27,VA,"Charlottesville, VA",Charlottesville
2020-05-01,7.65,VA,"Charlottesville, VA",Charlottesville
2020-06-01,8.27,VA,"Charlottesville, VA",Charlottesville
2020-07-01,9.41,VA,"Charlottesville, VA",Charlottesville
2020-08-01,9.98,VA,"Charlottesville, VA",Charlottesville
2020-09-01,15.17,VA,"Charlottesville, VA",Charlottesville
2020-10-01,15.64,VA,"Charlottesville, VA",Charlottesville
2020-11-01,13.54,VA,"Charlottesville, VA",Charlottesville
2020-12-01,11.12,VA,"Charlottesville, VA",Charlottesville
2021-01-01,12.72,VA,"Charlottesville, VA",Charlottesville
2021-02-01,15.58,VA,"Charlottesville, VA",Charlottesville
2021-03-01,14.89,VA,"Charlottesville, VA",Charlottesville
2021-04-01,15.03,VA,"Charlottesville, VA",Charlottesville
2021-05-01,12.95,VA,"Charlottesville, VA",Charlottesville
2021-06-01,13.53,VA,"Charlottesville, VA",Charlottesville
2021-07-01,12.29,VA,"Charlottesville, VA",Charlottesville
2021-08-01,9.81,VA,"Charlottesville, VA",Charlottesville
2021-09-01,6.14,VA,"Charlottesville, VA",Charlottesville
2021-10-01,8.79,VA,"Charlottesville, VA",Charlottesville
2021-11-01,9.47,VA,"Charlottesville, VA",Charlottesville
2017-07-01,3.94,GA,"Gainesville, GA",Gainesville
2017-08-01,6.67,GA,"Gainesville, GA",Gainesville
2017-09-01,6.66,GA,"Gainesville, GA",Gainesville
2017-10-01,8.43,GA,"Gainesville, GA",Gainesville
2017-11-01,8.13,GA,"Gainesville, GA",Gainesville
2017-12-01,5.67,GA,"Gainesville, GA",Gainesville
2018-01-01,8.07,GA,"Gainesville, GA",Gainesville
2018-02-01,6.6,GA,"Gainesville, GA",Gainesville
2018-03-01,6.74,GA,"Gainesville, GA",Gainesville
2018-04-01,7.93,GA,"Gainesville, GA",Gainesville
2018-05-01,8.02,GA,"Gainesville, GA",Gainesville
2018-06-01,8.19,GA,"Gainesville, GA",Gainesville
2018-07-01,8.06,GA,"Gainesville, GA",Gainesville
2018-08-01,5.86,GA,"Gainesville, GA",Gainesville
2018-09-01,6.25,GA,"Gainesville, GA",Gainesville
2018-10-01,4.62,GA,"Gainesville, GA",Gainesville
2018-11-01,4.06,GA,"Gainesville, GA",Gainesville
2018-12-01,4.95,GA,"Gainesville, GA",Gainesville
2019-01-01,4.7,GA,"Gainesville, GA",Gainesville
2019-02-01,2.71,GA,"Gainesville, GA",Gainesville
2019-03-01,3.22,GA,"Gainesville, GA",Gainesville
2019-04-01,4.83,GA,"Gainesville, GA",Gainesville
2019-05-01,3.91,GA,"Gainesville, GA",Gainesville
2019-06-01,2.55,GA,"Gainesville, GA",Gainesville
2019-07-01,3.78,GA,"Gainesville, GA",Gainesville
2019-08-01,4.67,GA,"Gainesville, GA",Gainesville
2019-09-01,4.92,GA,"Gainesville, GA",Gainesville
2019-10-01,5.94,GA,"Gainesville, GA",Gainesville
2019-11-01,5.49,GA,"Gainesville, GA",Gainesville
2019-12-01,4.76,GA,"Gainesville, GA",Gainesville
2020-01-01,1.12,GA,"Gainesville, GA",Gainesville
2020-02-01,3.07,GA,"Gainesville, GA",Gainesville
2020-03-01,2.7,GA,"Gainesville, GA",Gainesville
2020-04-01,0.78,GA,"Gainesville, GA",Gainesville
2020-05-01,1.67,GA,"Gainesville, GA",Gainesville
2020-06-01,3.06,GA,"Gainesville, GA",Gainesville
2020-07-01,3.17,GA,"Gainesville, GA",Gainesville
2020-08-01,3.16,GA,"Gainesville, GA",Gainesville
2020-09-01,3.5,GA,"Gainesville, GA",Gainesville
2020-10-01,3.43,GA,"Gainesville, GA",Gainesville
2020-11-01,7.01,GA,"Gainesville, GA",Gainesville
2020-12-01,8.62,GA,"Gainesville, GA",Gainesville
2021-01-01,9.46,GA,"Gainesville, GA",Gainesville
2021-02-01,12.77,GA,"Gainesville, GA",Gainesville
2021-03-01,13.96,GA,"Gainesville, GA",Gainesville
2021-04-01,18.3,GA,"Gainesville, GA",Gainesville
2021-05-01,17.67,GA,"Gainesville, GA",Gainesville
2021-06-01,22.3,GA,"Gainesville, GA",Gainesville
2021-07-01,25.04,GA,"Gainesville, GA",Gainesville
2021-08-01,24.72,GA,"Gainesville, GA",Gainesville
2021-09-01,27.04,GA,"Gainesville, GA",Gainesville
2021-10-01,27.69,GA,"Gainesville, GA",Gainesville
2021-11-01,28.0,GA,"Gainesville, GA",Gainesville
2017-07-01,0.19,FL,"Punta Gorda, FL",Punta Gorda
2017-08-01,0.34,FL,"Punta Gorda, FL",Punta Gorda
2017-09-01,1.24,FL,"Punta Gorda, FL",Punta Gorda
2017-10-01,1.39,FL,"Punta Gorda, FL",Punta Gorda
2017-11-01,0.89,FL,"Punta Gorda, FL",Punta Gorda
2017-12-01,-0.09,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,1.32,FL,"Punta Gorda, FL",Punta Gorda
2018-02-01,2.91,FL,"Punta Gorda, FL",Punta Gorda
2018-03-01,3.86,FL,"Punta Gorda, FL",Punta Gorda
2018-04-01,3.77,FL,"Punta Gorda, FL",Punta Gorda
2018-05-01,5.91,FL,"Punta Gorda, FL",Punta Gorda
2018-06-01,6.92,FL,"Punta Gorda, FL",Punta Gorda
2018-07-01,6.1,FL,"Punta Gorda, FL",Punta Gorda
2018-08-01,6.04,FL,"Punta Gorda, FL",Punta Gorda
2018-09-01,5.63,FL,"Punta Gorda, FL",Punta Gorda
2018-10-01,6.95,FL,"Punta Gorda, FL",Punta Gorda
2018-11-01,6.75,FL,"Punta Gorda, FL",Punta Gorda
2018-12-01,7.76,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,6.42,FL,"Punta Gorda, FL",Punta Gorda
2019-02-01,4.62,FL,"Punta Gorda, FL",Punta Gorda
2019-03-01,3.49,FL,"Punta Gorda, FL",Punta Gorda
2019-04-01,2.73,FL,"Punta Gorda, FL",Punta Gorda
2019-05-01,1.29,FL,"Punta Gorda, FL",Punta Gorda
2019-06-01,0.61,FL,"Punta Gorda, FL",Punta Gorda
2019-07-01,2.05,FL,"Punta Gorda, FL",Punta Gorda
2019-08-01,2.42,FL,"Punta Gorda, FL",Punta Gorda
2019-09-01,2.0,FL,"Punta Gorda, FL",Punta Gorda
2019-10-01,0.85,FL,"Punta Gorda, FL",Punta Gorda
2019-11-01,1.28,FL,"Punta Gorda, FL",Punta Gorda
2019-12-01,0.8,FL,"Punta Gorda, FL",Punta Gorda
2020-01-01,-0.04,FL,"Punta Gorda, FL",Punta Gorda
2020-02-01,1.04,FL,"Punta Gorda, FL",Punta Gorda
2020-03-01,0.49,FL,"Punta Gorda, FL",Punta Gorda
2020-04-01,0.66,FL,"Punta Gorda, FL",Punta Gorda
2020-05-01,1.68,FL,"Punta Gorda, FL",Punta Gorda
2020-06-01,2.75,FL,"Punta Gorda, FL",Punta Gorda
2020-07-01,2.19,FL,"Punta Gorda, FL",Punta Gorda
2020-08-01,2.13,FL,"Punta Gorda, FL",Punta Gorda
2020-09-01,2.01,FL,"Punta Gorda, FL",Punta Gorda
2020-10-01,1.8,FL,"Punta Gorda, FL",Punta Gorda
2020-11-01,0.66,FL,"Punta Gorda, FL",Punta Gorda
2020-12-01,3.28,FL,"Punta Gorda, FL",Punta Gorda
2021-01-01,5.01,FL,"Punta Gorda, FL",Punta Gorda
2021-02-01,7.24,FL,"Punta Gorda, FL",Punta Gorda
2021-03-01,13.2,FL,"Punta Gorda, FL",Punta Gorda
2021-04-01,19.96,FL,"Punta Gorda, FL",Punta Gorda
2021-05-01,21.27,FL,"Punta Gorda, FL",Punta Gorda
2021-06-01,24.74,FL,"Punta Gorda, FL",Punta Gorda
2021-07-01,29.29,FL,"Punta Gorda, FL",Punta Gorda
2021-08-01,33.46,FL,"Punta Gorda, FL",Punta Gorda
2021-09-01,34.57,FL,"Punta Gorda, FL",Punta Gorda
2021-10-01,34.72,FL,"Punta Gorda, FL",Punta Gorda
2021-11-01,41.91,FL,"Punta Gorda, FL",Punta Gorda
2017-07-01,10.21,CO,"Pueblo, CO",Pueblo
2017-08-01,9.13,CO,"Pueblo, CO",Pueblo
2017-09-01,5.46,CO,"Pueblo, CO",Pueblo
2017-10-01,11.46,CO,"Pueblo, CO",Pueblo
2017-11-01,10.52,CO,"Pueblo, CO",Pueblo
2017-12-01,8.18,CO,"Pueblo, CO",Pueblo
2018-01-01,5.02,CO,"Pueblo, CO",Pueblo
2018-02-01,6.95,CO,"Pueblo, CO",Pueblo
2018-03-01,6.39,CO,"Pueblo, CO",Pueblo
2018-04-01,3.96,CO,"Pueblo, CO",Pueblo
2018-05-01,2.17,CO,"Pueblo, CO",Pueblo
2018-06-01,4.19,CO,"Pueblo, CO",Pueblo
2018-07-01,8.72,CO,"Pueblo, CO",Pueblo
2018-08-01,10.12,CO,"Pueblo, CO",Pueblo
2018-09-01,11.85,CO,"Pueblo, CO",Pueblo
2018-10-01,9.12,CO,"Pueblo, CO",Pueblo
2018-11-01,10.43,CO,"Pueblo, CO",Pueblo
2018-12-01,9.98,CO,"Pueblo, CO",Pueblo
2019-01-01,10.29,CO,"Pueblo, CO",Pueblo
2019-02-01,8.29,CO,"Pueblo, CO",Pueblo
2019-03-01,6.98,CO,"Pueblo, CO",Pueblo
2019-04-01,4.88,CO,"Pueblo, CO",Pueblo
2019-05-01,5.27,CO,"Pueblo, CO",Pueblo
2019-06-01,3.45,CO,"Pueblo, CO",Pueblo
2019-07-01,0.69,CO,"Pueblo, CO",Pueblo
2019-08-01,2.23,CO,"Pueblo, CO",Pueblo
2019-09-01,3.88,CO,"Pueblo, CO",Pueblo
2019-10-01,0.15,CO,"Pueblo, CO",Pueblo
2019-11-01,-1.73,CO,"Pueblo, CO",Pueblo
2019-12-01,-0.34,CO,"Pueblo, CO",Pueblo
2020-01-01,-0.51,CO,"Pueblo, CO",Pueblo
2020-02-01,-0.02,CO,"Pueblo, CO",Pueblo
2020-03-01,3.96,CO,"Pueblo, CO",Pueblo
2020-04-01,8.1,CO,"Pueblo, CO",Pueblo
2020-05-01,9.57,CO,"Pueblo, CO",Pueblo
2020-06-01,5.32,CO,"Pueblo, CO",Pueblo
2020-07-01,9.23,CO,"Pueblo, CO",Pueblo
2020-08-01,15.01,CO,"Pueblo, CO",Pueblo
2020-09-01,17.35,CO,"Pueblo, CO",Pueblo
2020-10-01,20.2,CO,"Pueblo, CO",Pueblo
2020-11-01,25.79,CO,"Pueblo, CO",Pueblo
2020-12-01,27.34,CO,"Pueblo, CO",Pueblo
2021-01-01,28.91,CO,"Pueblo, CO",Pueblo
2021-02-01,34.47,CO,"Pueblo, CO",Pueblo
2021-03-01,30.07,CO,"Pueblo, CO",Pueblo
2021-04-01,31.71,CO,"Pueblo, CO",Pueblo
2021-05-01,27.12,CO,"Pueblo, CO",Pueblo
2021-06-01,30.51,CO,"Pueblo, CO",Pueblo
2021-07-01,29.2,CO,"Pueblo, CO",Pueblo
2021-08-01,18.83,CO,"Pueblo, CO",Pueblo
2021-09-01,14.79,CO,"Pueblo, CO",Pueblo
2021-10-01,16.31,CO,"Pueblo, CO",Pueblo
2021-11-01,12.04,CO,"Pueblo, CO",Pueblo
2017-07-01,1.78,WV,"Morgantown, WV",Morgantown
2017-08-01,2.6,WV,"Morgantown, WV",Morgantown
2017-09-01,3.53,WV,"Morgantown, WV",Morgantown
2017-10-01,1.37,WV,"Morgantown, WV",Morgantown
2017-11-01,1.38,WV,"Morgantown, WV",Morgantown
2017-12-01,0.27,WV,"Morgantown, WV",Morgantown
2018-01-01,-0.38,WV,"Morgantown, WV",Morgantown
2018-02-01,1.91,WV,"Morgantown, WV",Morgantown
2018-03-01,2.5,WV,"Morgantown, WV",Morgantown
2018-04-01,2.65,WV,"Morgantown, WV",Morgantown
2018-05-01,2.75,WV,"Morgantown, WV",Morgantown
2018-06-01,1.73,WV,"Morgantown, WV",Morgantown
2018-07-01,2.78,WV,"Morgantown, WV",Morgantown
2018-08-01,3.0,WV,"Morgantown, WV",Morgantown
2018-09-01,2.82,WV,"Morgantown, WV",Morgantown
2018-10-01,5.43,WV,"Morgantown, WV",Morgantown
2018-11-01,4.55,WV,"Morgantown, WV",Morgantown
2018-12-01,4.07,WV,"Morgantown, WV",Morgantown
2019-01-01,4.12,WV,"Morgantown, WV",Morgantown
2019-02-01,3.21,WV,"Morgantown, WV",Morgantown
2019-03-01,2.64,WV,"Morgantown, WV",Morgantown
2019-04-01,2.87,WV,"Morgantown, WV",Morgantown
2019-05-01,2.76,WV,"Morgantown, WV",Morgantown
2019-06-01,2.83,WV,"Morgantown, WV",Morgantown
2019-07-01,2.19,WV,"Morgantown, WV",Morgantown
2019-08-01,1.68,WV,"Morgantown, WV",Morgantown
2019-09-01,1.59,WV,"Morgantown, WV",Morgantown
2019-10-01,0.57,WV,"Morgantown, WV",Morgantown
2019-11-01,1.49,WV,"Morgantown, WV",Morgantown
2019-12-01,1.4,WV,"Morgantown, WV",Morgantown
2020-01-01,1.13,WV,"Morgantown, WV",Morgantown
2020-02-01,-0.74,WV,"Morgantown, WV",Morgantown
2020-03-01,-0.19,WV,"Morgantown, WV",Morgantown
2020-04-01,-0.66,WV,"Morgantown, WV",Morgantown
2020-05-01,1.27,WV,"Morgantown, WV",Morgantown
2020-06-01,1.81,WV,"Morgantown, WV",Morgantown
2020-07-01,3.77,WV,"Morgantown, WV",Morgantown
2020-08-01,4.05,WV,"Morgantown, WV",Morgantown
2020-09-01,2.52,WV,"Morgantown, WV",Morgantown
2020-10-01,2.04,WV,"Morgantown, WV",Morgantown
2020-11-01,2.3,WV,"Morgantown, WV",Morgantown
2020-12-01,7.04,WV,"Morgantown, WV",Morgantown
2021-01-01,5.78,WV,"Morgantown, WV",Morgantown
2021-02-01,6.93,WV,"Morgantown, WV",Morgantown
2021-03-01,7.07,WV,"Morgantown, WV",Morgantown
2021-04-01,10.42,WV,"Morgantown, WV",Morgantown
2021-05-01,9.34,WV,"Morgantown, WV",Morgantown
2021-06-01,14.0,WV,"Morgantown, WV",Morgantown
2021-07-01,12.07,WV,"Morgantown, WV",Morgantown
2021-08-01,8.08,WV,"Morgantown, WV",Morgantown
2021-09-01,9.67,WV,"Morgantown, WV",Morgantown
2021-10-01,6.22,WV,"Morgantown, WV",Morgantown
2021-11-01,8.96,WV,"Morgantown, WV",Morgantown
2017-07-01,-1.87,CA,"Napa, CA",Napa
2017-08-01,1.93,CA,"Napa, CA",Napa
2017-09-01,5.66,CA,"Napa, CA",Napa
2017-10-01,10.39,CA,"Napa, CA",Napa
2017-11-01,7.96,CA,"Napa, CA",Napa
2017-12-01,9.75,CA,"Napa, CA",Napa
2018-01-01,14.1,CA,"Napa, CA",Napa
2018-02-01,13.41,CA,"Napa, CA",Napa
2018-03-01,10.2,CA,"Napa, CA",Napa
2018-04-01,17.36,CA,"Napa, CA",Napa
2018-05-01,20.86,CA,"Napa, CA",Napa
2018-06-01,22.81,CA,"Napa, CA",Napa
2018-07-01,15.96,CA,"Napa, CA",Napa
2018-08-01,8.45,CA,"Napa, CA",Napa
2018-09-01,2.72,CA,"Napa, CA",Napa
2018-10-01,-1.92,CA,"Napa, CA",Napa
2018-11-01,2.18,CA,"Napa, CA",Napa
2018-12-01,-3.73,CA,"Napa, CA",Napa
2019-01-01,-7.79,CA,"Napa, CA",Napa
2019-02-01,-10.03,CA,"Napa, CA",Napa
2019-03-01,-5.25,CA,"Napa, CA",Napa
2019-04-01,-3.41,CA,"Napa, CA",Napa
2019-05-01,-1.99,CA,"Napa, CA",Napa
2019-06-01,-1.3,CA,"Napa, CA",Napa
2019-07-01,-3.03,CA,"Napa, CA",Napa
2019-08-01,2.68,CA,"Napa, CA",Napa
2019-09-01,9.67,CA,"Napa, CA",Napa
2019-10-01,10.64,CA,"Napa, CA",Napa
2019-11-01,11.4,CA,"Napa, CA",Napa
2019-12-01,16.36,CA,"Napa, CA",Napa
2020-01-01,15.89,CA,"Napa, CA",Napa
2020-02-01,15.32,CA,"Napa, CA",Napa
2020-03-01,14.42,CA,"Napa, CA",Napa
2020-04-01,4.65,CA,"Napa, CA",Napa
2020-05-01,-0.39,CA,"Napa, CA",Napa
2020-06-01,8.39,CA,"Napa, CA",Napa
2020-07-01,18.8,CA,"Napa, CA",Napa
2020-08-01,28.3,CA,"Napa, CA",Napa
2020-09-01,29.0,CA,"Napa, CA",Napa
2020-10-01,27.37,CA,"Napa, CA",Napa
2020-11-01,25.12,CA,"Napa, CA",Napa
2020-12-01,31.2,CA,"Napa, CA",Napa
2021-01-01,24.51,CA,"Napa, CA",Napa
2021-02-01,22.26,CA,"Napa, CA",Napa
2021-03-01,17.01,CA,"Napa, CA",Napa
2021-04-01,22.93,CA,"Napa, CA",Napa
2021-05-01,34.47,CA,"Napa, CA",Napa
2021-06-01,22.06,CA,"Napa, CA",Napa
2021-07-01,15.8,CA,"Napa, CA",Napa
2021-08-01,1.51,CA,"Napa, CA",Napa
2021-09-01,-1.19,CA,"Napa, CA",Napa
2021-10-01,1.71,CA,"Napa, CA",Napa
2021-11-01,4.44,CA,"Napa, CA",Napa
2017-07-01,0.82,ID,"Lewiston, ID-WA",Lewiston
2017-08-01,4.34,ID,"Lewiston, ID-WA",Lewiston
2017-09-01,7.3,ID,"Lewiston, ID-WA",Lewiston
2017-10-01,10.6,ID,"Lewiston, ID-WA",Lewiston
2017-11-01,12.15,ID,"Lewiston, ID-WA",Lewiston
2017-12-01,13.06,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,15.15,ID,"Lewiston, ID-WA",Lewiston
2018-02-01,12.69,ID,"Lewiston, ID-WA",Lewiston
2018-03-01,6.0,ID,"Lewiston, ID-WA",Lewiston
2018-04-01,9.39,ID,"Lewiston, ID-WA",Lewiston
2018-05-01,12.7,ID,"Lewiston, ID-WA",Lewiston
2018-06-01,13.06,ID,"Lewiston, ID-WA",Lewiston
2018-07-01,10.66,ID,"Lewiston, ID-WA",Lewiston
2018-08-01,11.05,ID,"Lewiston, ID-WA",Lewiston
2018-09-01,10.16,ID,"Lewiston, ID-WA",Lewiston
2018-10-01,6.23,ID,"Lewiston, ID-WA",Lewiston
2018-11-01,3.86,ID,"Lewiston, ID-WA",Lewiston
2018-12-01,3.88,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,3.15,ID,"Lewiston, ID-WA",Lewiston
2019-02-01,10.9,ID,"Lewiston, ID-WA",Lewiston
2019-03-01,10.72,ID,"Lewiston, ID-WA",Lewiston
2019-04-01,9.27,ID,"Lewiston, ID-WA",Lewiston
2019-05-01,6.26,ID,"Lewiston, ID-WA",Lewiston
2019-06-01,6.76,ID,"Lewiston, ID-WA",Lewiston
2019-07-01,-0.22,ID,"Lewiston, ID-WA",Lewiston
2019-08-01,-1.96,ID,"Lewiston, ID-WA",Lewiston
2019-09-01,-3.04,ID,"Lewiston, ID-WA",Lewiston
2019-10-01,-3.4,ID,"Lewiston, ID-WA",Lewiston
2019-11-01,-3.25,ID,"Lewiston, ID-WA",Lewiston
2019-12-01,-2.67,ID,"Lewiston, ID-WA",Lewiston
2020-01-01,-5.05,ID,"Lewiston, ID-WA",Lewiston
2020-02-01,-6.48,ID,"Lewiston, ID-WA",Lewiston
2020-03-01,-2.67,ID,"Lewiston, ID-WA",Lewiston
2020-04-01,0.3,ID,"Lewiston, ID-WA",Lewiston
2020-05-01,3.55,ID,"Lewiston, ID-WA",Lewiston
2020-06-01,8.9,ID,"Lewiston, ID-WA",Lewiston
2020-07-01,17.12,ID,"Lewiston, ID-WA",Lewiston
2020-08-01,21.99,ID,"Lewiston, ID-WA",Lewiston
2020-09-01,17.93,ID,"Lewiston, ID-WA",Lewiston
2020-10-01,22.71,ID,"Lewiston, ID-WA",Lewiston
2020-11-01,25.93,ID,"Lewiston, ID-WA",Lewiston
2020-12-01,31.07,ID,"Lewiston, ID-WA",Lewiston
2021-01-01,31.85,ID,"Lewiston, ID-WA",Lewiston
2021-02-01,33.47,ID,"Lewiston, ID-WA",Lewiston
2021-03-01,33.09,ID,"Lewiston, ID-WA",Lewiston
2021-04-01,31.6,ID,"Lewiston, ID-WA",Lewiston
2021-05-01,23.76,ID,"Lewiston, ID-WA",Lewiston
2021-06-01,17.29,ID,"Lewiston, ID-WA",Lewiston
2021-07-01,29.01,ID,"Lewiston, ID-WA",Lewiston
2021-08-01,21.67,ID,"Lewiston, ID-WA",Lewiston
2021-09-01,27.87,ID,"Lewiston, ID-WA",Lewiston
2021-10-01,27.14,ID,"Lewiston, ID-WA",Lewiston
2021-11-01,24.47,ID,"Lewiston, ID-WA",Lewiston
