date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-06-01,8.43,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-07-01,11.12,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-08-01,10.44,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-09-01,14.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-10-01,8.95,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-11-01,2.49,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2018-12-01,-1.82,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-01-01,-3.12,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-02-01,-4.46,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-03-01,-6.32,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-04-01,-6.13,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-05-01,-0.95,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-06-01,-1.64,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-07-01,0.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-08-01,-0.51,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-09-01,-2.31,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-10-01,1.61,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-11-01,4.46,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2019-12-01,5.54,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-01-01,9.56,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-02-01,6.49,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-03-01,1.06,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-04-01,0.73,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-05-01,2.1,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-06-01,9.04,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-07-01,9.85,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-08-01,9.21,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-09-01,11.58,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-10-01,7.36,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-11-01,17.46,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2020-12-01,17.31,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-01-01,12.21,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-02-01,15.6,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-03-01,19.84,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-04-01,17.4,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-05-01,12.82,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-06-01,5.03,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-07-01,0.47,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-08-01,1.57,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-09-01,-3.43,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-10-01,5.0,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2021-11-01,0.3,NE,"Lincoln, NE",Lincoln,"Housing Inventory: Median Listing Price Year-Over-Year in Lincoln, NE (CBSA)",MEDLISPRIYY30700,Monthly,Not Seasonally Adjusted
2017-07-01,1.82,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-08-01,1.76,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-09-01,-2.22,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-10-01,-0.89,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-11-01,-2.27,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-12-01,-1.38,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-01-01,-0.04,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-02-01,3.04,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-03-01,10.55,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-04-01,7.31,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-05-01,4.07,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-06-01,0.39,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-07-01,0.2,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-08-01,1.49,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-09-01,8.64,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-10-01,9.98,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-11-01,11.84,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2018-12-01,11.58,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-01-01,13.97,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-02-01,11.32,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-03-01,6.79,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-04-01,9.14,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-05-01,11.24,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-06-01,13.05,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-07-01,14.58,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-08-01,15.04,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-09-01,10.88,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-10-01,8.45,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-11-01,6.07,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2019-12-01,5.17,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-01-01,4.86,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-02-01,8.21,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-03-01,8.48,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-04-01,4.74,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-05-01,8.92,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-06-01,11.54,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-07-01,6.5,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-08-01,2.89,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-09-01,3.96,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-10-01,3.83,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-11-01,5.08,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2020-12-01,6.82,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-01-01,6.87,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-02-01,3.58,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-03-01,7.16,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-04-01,9.72,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-05-01,3.14,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-06-01,5.54,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-07-01,4.37,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-08-01,0.0,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-09-01,-5.66,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-10-01,-1.85,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2021-11-01,0.77,WV,"Morgantown, WV",Morgantown,"Housing Inventory: Median Listing Price Year-Over-Year in Morgantown, WV (CBSA)",MEDLISPRIYY34060,Monthly,Not Seasonally Adjusted
2017-07-01,5.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-08-01,6.06,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-09-01,30.61,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-10-01,4.76,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-11-01,5.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-12-01,6.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-01-01,8.31,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-02-01,6.42,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-03-01,5.33,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-04-01,4.21,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-05-01,6.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-06-01,6.64,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-07-01,6.31,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-08-01,4.19,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-09-01,4.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-10-01,0.36,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-11-01,2.19,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2018-12-01,2.37,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-01-01,2.38,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-02-01,2.79,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-03-01,3.29,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-04-01,4.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-05-01,3.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-06-01,1.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-07-01,-0.31,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-08-01,2.44,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-09-01,3.62,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-10-01,6.88,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-11-01,4.15,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2019-12-01,3.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
