date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2021-02-01,27.91,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-03-01,24.29,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-04-01,26.32,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-05-01,27.78,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-06-01,24.55,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-07-01,12.43,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-08-01,5.24,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-09-01,-0.98,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-10-01,3.47,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2021-11-01,0.05,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Listing Price Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDLISPRIYY16700,Monthly,Not Seasonally Adjusted
2017-07-01,14.01,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-08-01,11.54,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-09-01,7.54,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-10-01,7.26,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-11-01,5.85,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-12-01,2.18,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-01-01,1.07,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-02-01,-0.64,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-03-01,-0.23,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-04-01,-1.29,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-05-01,-1.69,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-06-01,-2.62,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-07-01,-3.51,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-08-01,-3.94,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-09-01,-2.8,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-10-01,-3.53,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-11-01,-2.0,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2018-12-01,-1.56,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-01-01,-0.92,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-02-01,2.58,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-03-01,6.66,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-04-01,10.26,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-05-01,10.69,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-06-01,9.23,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-07-01,8.6,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-08-01,9.28,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-09-01,8.83,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-10-01,10.85,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-11-01,9.25,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2019-12-01,12.11,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-01-01,14.88,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-02-01,12.97,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-03-01,10.86,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-04-01,7.35,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-05-01,9.33,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-06-01,14.71,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-07-01,19.4,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-08-01,17.2,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-09-01,22.35,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-10-01,19.5,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-11-01,16.46,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2020-12-01,15.19,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-01-01,11.35,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-02-01,16.37,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-03-01,8.69,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-04-01,6.71,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-05-01,-0.02,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-06-01,-3.07,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-07-01,-9.3,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-08-01,-8.15,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-09-01,-9.85,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-10-01,-5.37,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2021-11-01,-0.49,VA,"Charlottesville, VA",Charlottesville,"Housing Inventory: Median Listing Price Year-Over-Year in Charlottesville, VA (CBSA)",MEDLISPRIYY16820,Monthly,Not Seasonally Adjusted
2017-07-01,10.18,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-08-01,7.04,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-09-01,5.28,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-10-01,7.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-11-01,6.78,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-12-01,7.08,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-01-01,6.84,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-02-01,6.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-03-01,8.53,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-04-01,8.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-05-01,5.18,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-06-01,4.69,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-07-01,3.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-08-01,4.88,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-09-01,5.97,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-10-01,4.03,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-11-01,1.68,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2018-12-01,2.77,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-01-01,3.06,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-02-01,2.59,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-03-01,0.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-04-01,1.46,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-05-01,1.09,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-06-01,1.22,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-07-01,1.59,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-08-01,1.99,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-09-01,0.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-10-01,2.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-11-01,2.62,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2019-12-01,0.98,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-01-01,0.71,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-02-01,2.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-03-01,0.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-04-01,-4.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-05-01,-2.94,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-06-01,0.27,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-07-01,4.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-08-01,6.95,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-09-01,8.96,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-10-01,8.12,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-11-01,8.23,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2020-12-01,8.82,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-01-01,9.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-02-01,7.22,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-03-01,6.37,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-04-01,7.71,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-05-01,7.61,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-06-01,4.44,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-07-01,0.42,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-08-01,-2.23,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-09-01,-4.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-10-01,-4.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2021-11-01,-3.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,"Housing Inventory: Median Listing Price Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",MEDLISPRIYY16980,Monthly,Not Seasonally Adjusted
2017-07-01,21.47,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Housing Inventory: Median Listing Price Year-Over-Year in Cincinnati, OH-KY-IN (CBSA)",MEDLISPRIYY17140,Monthly,Not Seasonally Adjusted
2017-08-01,24.2,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Housing Inventory: Median Listing Price Year-Over-Year in Cincinnati, OH-KY-IN (CBSA)",MEDLISPRIYY17140,Monthly,Not Seasonally Adjusted
2017-09-01,23.25,OH,"Cincinnati, OH-KY-IN",Cincinnati,"Housing Inventory: Median Listing Price Year-Over-Year in Cincinnati, OH-KY-IN (CBSA)",MEDLISPRIYY17140,Monthly,Not Seasonally Adjusted
