date,"All Employees: Mining, Logging, and Construction",state,msa,city,title,id,frequency,seasonal_adjustment
1997-09-01,1.0131841337842,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1997-10-01,1.02936456347133,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1997-11-01,0.9518221855325121,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1997-12-01,0.948450498184064,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-01-01,0.948751407707503,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-02-01,1.05688769419391,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-03-01,1.00969156193342,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-04-01,0.947674904281037,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-05-01,0.9736000538097571,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-06-01,0.918598245006073,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-07-01,0.9937186225195479,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-08-01,0.906342515696978,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-09-01,0.9145406390834939,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-10-01,0.923781156297082,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-11-01,0.9463206430682971,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1998-12-01,1.05647781059985,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-01-01,0.956410316222358,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-02-01,0.9600339329102041,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-03-01,1.01360877590347,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-04-01,1.04619507578781,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-05-01,0.9654111915964119,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-06-01,1.0219753444908,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-07-01,0.9864123343448821,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-08-01,0.9982737232548101,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-09-01,1.0197066791178102,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-10-01,1.02299960247527,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-11-01,1.04073768929164,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
1999-12-01,1.05990802386699,PA,"Bloomsburg-Berwick, PA",Bloomsburg,"All Employees: Mining, Logging, and Construction in Bloomsburg-Berwick, PA (MSA)",SMU42141001500000001SA,Monthly,Seasonally Adjusted
