date,All Employees: Federal Government,state,msa,city,title,id,frequency,seasonal_adjustment
1993-01-01,3.8,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1994-01-01,3.5,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1995-01-01,3.4,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1996-01-01,4.0,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1997-01-01,4.0,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1998-01-01,3.8,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
1999-01-01,3.8,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2000-01-01,3.7,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2001-01-01,3.7,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2002-01-01,3.6,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2003-01-01,3.5,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2004-01-01,4.0,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2005-01-01,4.3,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2006-01-01,4.4,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2007-01-01,4.4,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2008-01-01,4.4,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2009-01-01,4.7,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2010-01-01,4.8,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2011-01-01,4.6,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2012-01-01,4.3,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2013-01-01,4.2,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2014-01-01,4.0,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2015-01-01,4.1,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2016-01-01,4.2,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2017-01-01,4.2,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2018-01-01,4.3,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2019-01-01,4.3,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
2020-01-01,4.3,PA,"York-Hanover, PA",York,"All Employees: Federal Government in York-Hanover, PA (MSA)",SMU42496209091000001A,Annual,Not Seasonally Adjusted
