date,Housing Inventory: Price Increased Count,state,msa,city,title,id,frequency,seasonal_adjustment
2020-02-01,1656.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-03-01,1704.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-04-01,1324.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-05-01,1580.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-06-01,1944.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-07-01,1960.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-08-01,2196.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-09-01,2668.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-10-01,2296.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-11-01,1772.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-12-01,1656.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-01-01,2184.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-02-01,2028.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-03-01,1684.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-04-01,1428.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-05-01,1368.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-06-01,1048.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-07-01,772.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-08-01,896.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2021-09-01,720.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
